PDB,plddt,inactive_rmsd_global,active_rmsd_global,seq_count,round
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_100_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.93749367088608,4.4910665,2.191197,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_101_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.68589873417721,3.5951982,2.5749345,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_86_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.7226582278481,4.000503,2.5176442,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_44_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.01544303797468,3.683325,3.3613265,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_16_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.31756962025317,3.6049294,3.2276754,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.24774683544304,3.5237122,3.6325388,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_85_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.7827088607595,3.2347229,3.6753101,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_65_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.03243037974683,3.783561,2.752496,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_48_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.29822784810126,3.8541818,2.6141906,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_56_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.42427848101266,4.5053606,2.0474205,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.47172151898735,3.5507326,2.5721638,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_96_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.86574683544305,3.7185988,2.6120896,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_19_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.56111392405063,4.1866355,2.2949057,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_77_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.01875949367088,4.449432,1.9370483,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,72.47399999999999,3.2482393,3.4862711,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_109_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.0633924050633,3.7068784,2.7140598,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_73_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.58022784810126,3.674647,3.1869917,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_81_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.53825316455696,4.260878,2.3060572,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_54_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,72.53805063291139,4.5465684,3.4651127,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_28_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.35518987341773,4.288541,2.1781318,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_76_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.97832911392405,3.202907,3.5255444,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_74_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.03741772151898,3.6458318,2.5460482,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_32_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,80.77108860759492,4.4776506,2.1312802,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.11901265822785,4.524841,1.9000055,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_68_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.3626582278481,4.4158688,1.8265072,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_78_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.81696202531644,3.7519226,3.3584597,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.78432911392406,4.6514564,2.1629624,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.86992405063292,4.4619584,1.9372863,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_102_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.40156962025317,4.62097,2.2419345,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.03118987341773,3.624754,3.4464903,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_79_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.17615189873418,4.4263654,2.2359445,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.28106329113925,4.7342844,2.201437,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_58_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.49951898734179,4.612756,2.0559986,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_50_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.34845569620254,3.5934577,4.1175714,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_108_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.56015189873418,4.470812,2.9656894,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,72.42569620253165,3.9453049,3.0759616,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_82_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.19612658227848,4.1111345,2.4592097,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_84_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.10637974683544,4.4475894,2.258699,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,71.24012658227849,3.425117,3.5941474,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_95_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.69253164556962,3.7027936,2.5970633,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_71_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.17744303797467,3.767337,3.3782828,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,71.46146835443038,4.015101,3.041077,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_111_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.47845569620253,4.4827504,1.6253767,26,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.7793164556962,3.8320487,2.735057,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_12_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.29696202531646,4.120519,2.488273,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_63_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.89508860759493,3.9757378,2.9175513,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_38_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.54149367088607,3.5682237,2.895919,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_15_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.35387341772152,3.4801846,3.4409509,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.96893670886075,4.594475,2.1898637,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_94_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.01906329113923,3.0837033,3.802801,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_51_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,80.48572151898735,4.5639386,1.8273972,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.76762025316455,4.3914914,1.8484838,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_61_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.82579746835444,4.743991,1.8211052,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_55_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.95007594936709,4.8776383,2.026125,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_53_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,71.07369620253165,3.460948,3.6940224,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_88_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.35936708860758,3.343672,3.4431999,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_33_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.26751898734177,3.8559897,3.1639996,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_52_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.81341772151899,4.2290034,2.4908938,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_72_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.22255696202532,4.53979,2.2866702,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.39362025316457,4.4264345,1.9438066,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_106_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.54959493670886,3.697615,3.1527896,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_42_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.0579746835443,4.2696123,1.9776434,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_107_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.11356962025316,3.6536782,3.1491299,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_10_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.64286075949367,4.802841,2.2729661,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.23377215189875,4.4467115,2.182007,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.28906329113924,4.4843,2.2140927,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.89379746835444,3.7938626,3.204548,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.40526582278481,4.265237,1.9566851,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.8833164556962,3.2177963,3.2249124,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_64_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.6407088607595,4.3749194,1.889662,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.78481012658227,4.5812116,2.1021416,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.80354430379747,3.5689049,3.0605147,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_93_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,65.86754430379747,3.4513876,3.46109,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_110_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.12584810126582,3.8825731,2.7835732,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_66_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.44230379746836,3.9776616,3.1214685,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_57_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.88243037974684,4.4686837,1.8904905,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_97_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.33979746835443,3.6316335,3.5994632,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.43562025316456,4.3600945,1.9517082,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_104_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.11159493670887,3.5946727,3.0988393,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,71.22881012658227,4.534184,2.2162066,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_92_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.38210126582278,4.4547153,2.4947772,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_90_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.99113924050633,4.4936557,2.3324378,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_35_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.6799493670886,3.5201075,3.4893336,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_99_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,72.12187341772152,4.5769076,2.1294863,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_24_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.54101265822784,3.692198,2.7734702,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_40_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.08194936708861,3.886473,2.7352118,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.02281012658229,4.0796213,3.1040087,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_69_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.76053164556961,3.6786501,2.8153968,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_75_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.84779746835443,3.4751992,2.908224,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_83_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.92022784810128,3.1324172,3.7425394,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.97972151898733,3.332466,3.4733877,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.8806329113924,3.8484154,3.1159747,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_39_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.2672911392405,4.0254493,2.287205,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_59_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.18564556962026,3.6322367,2.7603228,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_62_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.28962025316456,3.234467,3.5994828,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_67_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.45491139240507,3.729977,3.4190986,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_87_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.22346835443038,3.680337,3.515531,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_70_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.53625316455697,3.8652623,2.8401144,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.70232911392405,3.7145402,3.079723,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,69.89455696202532,3.8717527,3.2896485,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_80_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.048,3.4455452,3.4409306,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_60_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.04650632911392,4.15807,2.7785535,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_89_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.40086075949367,3.5965228,3.4142225,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.96506329113923,4.536066,2.2782004,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.14065822784809,3.4637136,2.9368563,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_98_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.9013164556962,3.4852245,4.1921535,17,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_NC_revision/GLP1R/01_m_fold_sampling/round_1/01_sampling/sampling_73/group_36_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.36118987341773,3.8253706,2.4455783,17,1
