PDB,plddt,2qke_tmscore,5jyt_tmscore,seq_count,round
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.84648351648353,0.5087,0.77727,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.28824175824174,0.50224,0.80757,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_35_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.33087912087913,0.48735,0.61887,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_24_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.95340659340658,0.48199,0.77285,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_40_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.31175824175824,0.49802,0.78874,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.88175824175825,0.49722,0.80562,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.75296703296704,0.49038,0.79342,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.09538461538463,0.54286,0.7739,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_39_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.11835164835165,0.49297,0.7981,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.51362637362638,0.5284,0.7611,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.41593406593408,0.49427,0.80128,12,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.5134065934066,0.52677,0.77035,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.21164835164835,0.47853,0.78323,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_19/group_36_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,52.83813186813185,0.5691,0.55845,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_20_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.78428571428572,0.49914,0.76564,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_44_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.01571428571428,0.53431,0.77941,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_16_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.78912087912087,0.50916,0.79192,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.4020879120879,0.49878,0.80524,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_48_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.35340659340659,0.48811,0.79304,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.01989010989011,0.49944,0.79016,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_19_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,60.24967032967033,0.50067,0.66475,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.2067032967033,0.4994,0.81525,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_28_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.02142857142857,0.50084,0.79731,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_32_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.05582417582417,0.48961,0.73946,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,61.66076923076923,0.5476,0.76183,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.63769230769232,0.49431,0.79346,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.4021978021978,0.50177,0.78107,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.83945054945055,0.51171,0.79069,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.50989010989012,0.49343,0.79768,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.48483516483516,0.49871,0.77254,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.129010989011,0.49562,0.7942,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.70197802197801,0.50364,0.75522,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.3931868131868,0.48903,0.79713,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_12_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.89120879120878,0.49947,0.78781,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_38_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.52000000000001,0.50596,0.79351,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_15_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,80.29527472527472,0.50095,0.81313,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.28626373626373,0.5034,0.80489,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.19648351648351,0.50306,0.81235,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_33_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.96,0.49617,0.78041,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.43197802197803,0.49689,0.79171,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_42_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.14835164835165,0.49398,0.78449,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_10_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.05208791208791,0.50983,0.79265,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,80.46747252747252,0.48857,0.78802,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.38010989010988,0.50329,0.80979,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.87582417582418,0.50437,0.80519,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.02032967032967,0.49875,0.81215,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.56494505494506,0.49486,0.79814,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.25846153846156,0.50855,0.76858,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.8154945054945,0.48708,0.74963,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.43285714285715,0.48583,0.78239,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.59912087912087,0.48239,0.78765,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_35_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.98549450549451,0.52223,0.75683,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_24_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.87274725274726,0.49463,0.79941,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_40_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.8189010989011,0.49144,0.79965,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.30340659340659,0.48436,0.80125,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.83318681318681,0.50259,0.79119,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.65857142857143,0.49007,0.79779,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_39_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.53989010989011,0.50023,0.78862,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,59.22934065934066,0.55909,0.58806,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.23087912087912,0.50135,0.8037,12,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.52626373626373,0.49169,0.81339,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.97175824175825,0.49883,0.81182,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_28/group_36_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,72.56417582417582,0.52236,0.80256,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_20_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.07978021978022,0.49021,0.80122,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_44_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.4832967032967,0.51221,0.79863,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_16_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.24274725274725,0.51727,0.78186,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.48747252747252,0.49723,0.79353,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_48_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.48043956043955,0.49626,0.81456,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.20912087912089,0.50187,0.77761,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_19_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.73692307692308,0.49184,0.75943,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.38109890109891,0.49867,0.75086,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_28_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.41461538461539,0.53667,0.75068,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_32_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,65.73879120879123,0.51489,0.50862,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.91802197802197,0.51106,0.77227,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.01186813186814,0.48235,0.76917,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.17428571428572,0.49886,0.80707,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.65065934065933,0.49561,0.75367,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.18527472527474,0.49573,0.79382,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.52263736263735,0.50868,0.78755,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.44571428571427,0.49425,0.76505,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.2932967032967,0.49179,0.7848,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.36285714285715,0.50983,0.78723,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_12_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.33472527472527,0.48376,0.80536,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_38_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,62.03263736263737,0.49465,0.65136,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_15_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.38846153846153,0.52249,0.79141,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.85604395604398,0.49413,0.78732,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.54626373626374,0.48439,0.76059,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_33_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.18824175824176,0.4935,0.72967,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.09835164835165,0.4955,0.77275,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_42_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,69.78483516483516,0.84573,0.54843,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_10_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.58868131868131,0.49671,0.81076,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.59736263736264,0.48533,0.79523,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.07549450549452,0.49299,0.76668,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.57087912087913,0.49858,0.77324,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.20285714285714,0.51661,0.77828,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_15/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.71395604395603,0.49816,0.80887,11,1
